system   D            wsystem.c:583  maybe_parent_dir                 [   0.00033] Also searching D:\College Work\Year 2\OOP\Code Projects\Games\SpaceGame\
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.30891] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.30894]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.30897]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.30900] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.30903]  0.254558 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.30906]  0.000000 0.254558
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.38441] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.38444]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.38445]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.38446] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.38446]  0.254558 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.38447]  0.000000 0.254558
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.59823] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.59826]  0.254558 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.59827]  0.000000 0.254558
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.82029] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.82034]  0.254558 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.82036]  0.000000 0.254558
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.89838] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.89844]  0.254558 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.89846]  0.000000 0.254558
font     D                ttf.c:217  alloc_glyph_region               [  13.89904] Glyph 27: 12x18 (12x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.89909] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.89911] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  13.90096] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  13.90102] _al_d3d_sync_bitmap (video) ref count == 2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.99658] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.99666]  0.254558 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.99667]  0.000000 0.254558
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  14.09839] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  14.09852]  0.254558 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  14.09855]  0.000000 0.254558
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.40798] removed dtor for object 02F2DDA0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.41337] removed dtor for object 02F2DF00
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.41656] removed dtor for object 02F2D7A8
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.41995] removed dtor for object 02F37680
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42224] removed dtor for object 02F37460
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42240] removed dtor for object 02F37570
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42253] removed dtor for object 02F37790
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42393] removed dtor for object 02F378A0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42500] removed dtor for object 02F37AC0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42541] removed dtor for object 02F2E290
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42544] removed dtor for object 02F371C0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42548] removed dtor for object 02F372D0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42561] removed dtor for object 02F37BD0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42583] removed dtor for object 02EDF2B0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42604] removed dtor for object 02F2E010
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42612] removed dtor for object 02F2E180
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42637] removed dtor for object 02EDD4E0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.42640] removed dtor for object 02EDE1B8
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.43496] removed dtor for object 02EDE270
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.44462] removed dtor for object 02F373E0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.44471] removed dtor for object 02EDE160
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.44479] removed dtor for object 02EDE3E0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.44480] removed dtor for object 02EDE2C8
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [  14.44487] destroying display 029A3FA0 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  14.44489] converting display bitmap 0CDE04E8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.44502] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.44502] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  14.44591] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  14.44598] converting display bitmap 02F3DE28 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.44610] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.44611] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  14.44653] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  14.44655] converting display bitmap 02F3B1B0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.44663] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.44664] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  14.44709] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  14.44711] converting display bitmap 02F396D0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.44722] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.44723] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  14.44769] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  14.44771] converting display bitmap 02F379B0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  14.44836] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  14.44837] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [  14.45442] waiting for display 029A3FA0's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [  14.45786] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [  14.46989] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.47908] removed dtor for object 02EDE660
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.47915] removed dtor for object 02EDE5B8
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.47919] removed dtor for object 02E6EDA8
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.47943] removed dtor for object 02E90FC8
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.47969] removed dtor for object 02EB3198
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.47998] removed dtor for object 02EB7420
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48019] removed dtor for object 02EBB678
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48034] removed dtor for object 02EBF8F8
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48043] removed dtor for object 02EC3B50
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48050] removed dtor for object 02EC7D78
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48057] removed dtor for object 02ECBFA0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48069] removed dtor for object 02ED0230
dtor     D               dtor.c:114  _al_run_destructors              [  14.48119] calling dtor for object 02F379B0, func 0FDC25BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48120] removed dtor for object 02F379B0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48180] removed dtor for object 02ED09B8
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48182] removed dtor for object 02ED0E08
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48184] removed dtor for object 02ED0FC0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48185] removed dtor for object 02ED07A8
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48187] removed dtor for object 02ED5118
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48189] removed dtor for object 02EDD270
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48190] removed dtor for object 02EDD388
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48191] removed dtor for object 02EDD560
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48192] removed dtor for object 02EDD778
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48193] removed dtor for object 02EDD910
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48195] removed dtor for object 02EDDA28
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48196] removed dtor for object 02EDDB40
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48197] removed dtor for object 02EDDC58
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48198] removed dtor for object 02EDDDB0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48199] removed dtor for object 02EDDF08
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48201] removed dtor for object 02ED0490
audio-dsound D           dsound.cpp:526  _dsound_stop_voice               [  14.48202] Stopping voice
audio-dsound D           dsound.cpp:542  _dsound_stop_voice               [  14.48203] Joining thread
audio-dsound D           dsound.cpp:548  _dsound_stop_voice               [  14.48786] Joined thread
audio-dsound D           dsound.cpp:550  _dsound_stop_voice               [  14.48788] Destroying thread
audio-dsound D           dsound.cpp:552  _dsound_stop_voice               [  14.48790] Thread destroyed
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [  14.48790] Releasing buffer
audio-dsound I           dsound.cpp:559  _dsound_stop_voice               [  14.48792] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.48795] removed dtor for object 02ED0278
audio-dsound D           dsound.cpp:375  _dsound_deallocate_voice         [  14.48796] Deallocating voice
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [  14.48799] Deallocated voice
audio-dsound D           dsound.cpp:289  _dsound_close                    [  14.48806] Releasing device
audio-dsound D           dsound.cpp:291  _dsound_close                    [  14.49048] Released device
audio-dsound I           dsound.cpp:294  _dsound_close                    [  14.49050] DirectSound closed
